BLZ;Institutsname;BIC;Host;URL;Ver.;PIN-1;PIN-2;DDV-1;DDV-2;RDH-1;RDH-2;RDH-3;RDH-4;RDH-5;RDH-6;RDH-7;RDH-8;RDH-9;RDH-10;Ku-ID;Benutzer;iTAN;UseBLZ;Hinweis;InstitutsnameLang;ValidFrom;RAH-7;RAH-9;RAH-10;IconName
21040010;Commerzbank Kiel;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21042076;Commerzbank Eckernförde;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21050000;HSH Nordbank Hamburg;HSHNDEHHXXX;;https://homebanking.hsh-nordbank-banking.de/tristan/hbci;3.0;;ja;;;;;;;;;;;;;Kunden-ID;Benutzerkennung;CR#0;;;HSH Nordbank Hamburg, Kiel;;;;;Spk
21050170;Förde Sparkasse;NOLADE21KIE;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Förde Sparkasse;;ja;;;Spk
21051275;Bordesholmer Sparkasse;NOLADE21BOR;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Bordesholmer Sparkasse;;ja;;;Spk
21051580;Spk Kreis Plön -alt-;NOLADE21PLN;;;;;;;;;;;;;;;;;;;;;;;Sparkasse Kreis Plön -alt-;;;;;Spk
21052090;Sparkasse Eckernförde -alt-;NOLADE21ECK;;;;;;;;;;;;;;;;;;;;;;;Sparkasse Eckernförde -alt-;;;;;Spk
21070020;Deutsche Bank Kiel;DEUTDEHH210;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
21070024;Deutsche Bank PGK Kiel;DEUTDEDB210;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
21080050;Commerzbank Kiel;DRESDEFF210;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
21089201;Commerzbank ITGK Kiel;DRESDEFFI07;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank ITGK;;;;;CoBa
21090007;Kieler Volksbank;GENODEF1KIL;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Kieler Volksbank;;;;;VoBa
21090619;apoBank Kiel;DAAEDED1019;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;apoKennung/Alias;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;30060601;Bitte verwenden Sie Ihre 19stellige apoKennung oder Ihren Alias.;apoBank;;;;;ApoBk
21090900;PSD Bank Kiel;GENODEF1P11;hbci01.fiducia.de;https://hbci11.fiducia.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/PSD-Key;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;PSD Bank Kiel;;;;;PsdBk
21092023;Eckernförder Bank VRB;GENODEF1EFO;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Eckernförder Bank Volksbank-Raiffeisenbank;;;;;VoBa
21210111;SEB Neumünster;ESSEDE5F212;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
21240040;Commerzbank Neumünster;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21241540;Commerzbank Bad Bramstedt;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21261089;Raiffeisenbank Wasbek -alt-;GENODEF1WAS;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Raiffeisenbank -alt-;;;;;VoBa
21261227;Raiffbk Kl-Kummerfeld -alt-;GENODEF1BOO;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Raiffbk Kl-Kummerfeld -alt-;;;;;VoBa
21270020;Deutsche Bank Neumünster;DEUTDEHH212;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
21270024;Deutsche Bank PGK Neumünste;DEUTDEDB212;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
21280002;Commerzbank Neumünster;DRESDEFF212;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
21290016;VR Bank Neumünster;GENODEF1NMS;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Neumünster;;;;;VoBa
21340010;Commerzbank Neustadt Holst;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21352240;Spk Holstein Eutin;NOLADE21HOL;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Holstein;;ja;;;Spk
21390008;VR Bk Ostholstein Nord-Plön;GENODEF1NSH;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Ostholstein Nord-Plön;;;;;VoBa
21392218;Volksbank Eutin;GENODEF1EUT;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank Eutin Raiffeisenbank;;;;;VoBa
21440045;Commerzbank Rendsburg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21450000;Spk Mittelholstein;NOLADE21RDB;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Mittelholstein;;ja;;;Spk
21451205;Sparkasse Büdelsdorf -alt-;NOLADE21BDF;;;;;;;;;;;;;;;;;;;;;;;Sparkasse Büdelsdorf -alt-;;;;;Spk
21452030;Spk Hohenwestedt -alt-;NOLADE21HWS;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Hohenwestedt -alt-;;ja;;;Spk
21463603;VB-Raiffbk i Kr Rendsburg;GENODEF1NTO;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Volksbank-Raiffeisenbank im Kreis Rendsburg;;;;;VoBa
21464671;Raiffbk Todenbüttel;GENODEF1TOB;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
21480003;Commerzbank Rendsburg;DRESDEFF214;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
21510600;Sydbank Fil. Flensburg;SYBKDE22XXX;sydbank.hbciservice.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;ja;ja;;ja;;;;ja;;Kunden-ID;Benutzerkennung;CR#1:CR#3:CR#5 - 1.4:CR#6 - 1.4;;;Sydbank Filiale Flensburg;;;;;
21520100;Union-Bank Flensburg;UNBNDE21XXX;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Union-Bank Flensburg;;;;;
21540060;Commerzbank Flensburg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21565316;Raiffbk Handewitt;GENODEF1HDW;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank;;;;;VoBa
21570011;Deutsche Bank Flensburg;DEUTDEHH215;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
21570024;Deutsche Bank PGK Flensburg;DEUTDEDB215;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
21580000;Commerzbank Flensburg;DRESDEFF215;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
21661719;VR Bank Flensburg-Schleswig;GENODEF1RSL;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Flensburg-Schleswig;;;;;VoBa
21690020;Schleswiger Volksbank;GENODEF1SLW;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Schleswiger Volksbank, Volksbank Raiffeisenbank;;;;;VoBa
21740043;Commerzbank Husum Nordsee;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21741674;Commerzbank Niebüll;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21741825;Commerzbank Westerland;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21750000;Nord-Ostsee Spk Schleswig;NOLADE21NOS;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Nord-Ostsee Sparkasse;;ja;;;Spk
21751230;Spk Bredstedt -alt-;NOLADE21BRD;;;;;;;;;;;;;;;;;;;;;;;Spar- und Leihkasse zu Bredstedt -alt-;;;;;Spk
21762550;VR Bank Westküste;GENODEF1HUM;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank Westküste;;;;;VoBa
21763542;VR Bank Niebüll;GENODEF1BDS;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;VR Bank;;;;;VoBa
21770011;Deutsche Bank Husum Nordsee;DEUTDEHH217;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank;;;;;DeuBa
21770024;Deutsche Bank PGK Husum;DEUTDEDB217;hbci.deutsche-bank.de;https://fints.deutsche-bank.de/;3.0;;ja;;;ja;;;;;;;;ja;ja;;Benutzerkennung;ITAN:MTAN:MS1.0.0;;Die Benutzerkennung setzt sich aus der 3stelligen Filialnummer (z.B. 555) plus der 7stelligen Hauptkontonummer (z.B. 1234567) plus der 2stelligen Unterkontonummer (z.B. 00) zusammen (z.B. 555123456700). Der Übertragungsweg HBCI+ muss vor der ersten Verwendung im Internetbanking unter Service / Optionen im Unterpunkt Weitere Services aktiviert werden.;Deutsche Bank Privat und Geschäftskunden;;;;;DeuBa
21791805;Sylter Bank;GENODEF1SYL;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Sylter Bank;;;;;VoBa
21791906;Föhr-Amrumer Bank;GENODEF1WYK;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Föhr-Amrumer Bank;;;;;VoBa
21840078;Commerzbank Heide Holst;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21841328;Commerzbank Brunsbüttel;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
21852310;Spk Hennst.-Wesselb. -alt-;NOLADE21WEB;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Hennstedt-Wesselburen -alt-;;ja;;;Spk
21860418;Raiffeisenbank Heide;GENODEF1RHE;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Heide;;;;;VoBa
21890022;Dithmarscher VB Heide;GENODEF1DVR;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Dithmarscher Volks- und Raiffeisenbank;;;;;VoBa
22140028;Commerzbank Elmshorn;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
22141028;Commerzbank Kaltenkirchen;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
22141428;Commerzbank Pinneberg;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
22141628;Commerzbank Uetersen;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
22150000;Spk Elmshorn;NOLADE21ELH;banking-sh1.s-fints-pt-sh.de;https://banking-sh1.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Elmshorn;;ja;;;Spk
22151730;St Spk Wedel;NOLADE21WED;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Stadtsparkasse Wedel;;ja;;;Spk
22163114;Raiffbk Elbmarsch Heist;GENODEF1HTE;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-NetKey;MTAN2:HHD1.4:HHD1.4OPT:SECUREGO:MS1.0.0;;;Raiffeisenbank Elbmarsch;;;;;VoBa
22180000;Commerzbank Elmshorn;DRESDEFF221;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
22181400;Commerzbank Pinneberg;DRESDEFF206;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
22190030;Volksbank Elmshorn -alt-;GENODEF1ELM;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volksbank Elmshorn -alt-;;;;;VoBa
22191405;VB Pinneberg-Elmshorn;GENODEF1PIN;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volksbank Pinneberg-Elmshorn;;;;;VoBa
22240073;Commerzbank Itzehoe;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
22250020;Spk Westholstein;NOLADE21WHO;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Westholstein;;ja;;;Spk
22280000;Commerzbank Itzehoe;DRESDEFF201;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank vormals Dresdner Bank;;;;;CoBa
22290031;VB Raiffbk Itzehoe;GENODEF1VIT;hbci.gad.de;https://hbci-pintan.gad.de/cgi-bin/hbciservlet;3.0;;ja;;;;;;;;;ja;;ja;ja;;Alias/VR-Kennung;MTAN2:SM@RTTANPLUS2:SECURESIGN:HHD1.3.1:HHD1.3.2OPT:HHD1.4:HHD1.4OPT:MS1.0.0;;Die VR-Kennung finden Sie im Internetbanking unter Service und Verwaltung.;Volksbank Raiffeisenbank Itzehoe;;;;;VoBa
23000000;BBk Hamburg eh Lübeck;MARKDEF1230;hbciserver.bankverlag.de;https://www.bv-activebanking.de/hbciTunnel/hbciTransfer.jsp;3.0;ja;ja;;;ja;;ja;;ja;;;;;;Kunden-ID;Benutzerkennung;CR#3:CR#5 - 1.4:CR#6 - 1.4;;;Bundesbank eh Lübeck;;;;;
23010111;SEB Lübeck;ESSEDE5F230;;;;;;;;;;;;;;;;;;;;;;;SEB;;;;;
23040022;Commerzbank Lübeck;COBADEFFXXX;hbci.commerzbank.de;;3.0;;;;;ja;ja;ja;;ja;;;ja;ja;ja;;Benutzerkennung;;;;Commerzbank;;;;;CoBa
23050000;HSH Nordbank Hamburg;HSHNDEHH230;;;;;;;;;;;;;;;;;;;;;;;HSH Nordbank Hamburg;;;;;Spk
23050101;Sparkasse zu Lübeck;NOLADE21SPL;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse zu Lübeck;;ja;;;Spk
23051030;Spk Südholstein Neumünster;NOLADE21SHO;banking-sh2.s-fints-pt-sh.de;https://banking-sh2.s-fints-pt-sh.de/fints30;3.0;;ja;ja;;;;;;;;;;;;;Anmeldename od. Leg.-ID;smsTAN~:HHD1.3.0:HHD1.3.0OPT:pushTAN~;;Bitte verwenden Sie bevorzugt Ihre Legitimations-ID. Diese erfahren Sie im Internetbanking oder bei Ihrer Sparkasse.;Sparkasse Südholstein;;ja;;;Spk
